"data_execucao","query_name","query_id","elapsed_seconds","read_rows","read_bytes","result_rows","query_text","id_execucao","concurrency_level"
"2026-07-14 20:33:00","Query 1: Expansão do Estado (Window Functions)","befdbbc9-50d4-4c10-887c-ed42ede40bf7","0.6881554126739502","4023834","696703686","46","
        SELECT
            ano_referencia,
            mes_referencia,
            count(DISTINCT codigoUnidade) AS total_unidades,
            count(DISTINCT codigoOrgaoEntidade) AS total_orgaos,
            total_unidades - lagInFrame(total_unidades, 1, 0) OVER (ORDER BY ano_referencia, mes_referencia) AS variacao_liquida_unidades
        FROM estrutura_organizacional_completa
        GROUP BY ano_referencia, mes_referencia
        ORDER BY ano_referencia, mes_referencia
    ","1","5"
"2026-07-14 20:33:00","Query 1: Expansão do Estado (Window Functions)","9068b51c-dd71-41a0-bbc9-ea8dd8848016","0.6638784408569336","4023834","696703686","46","
        SELECT
            ano_referencia,
            mes_referencia,
            count(DISTINCT codigoUnidade) AS total_unidades,
            count(DISTINCT codigoOrgaoEntidade) AS total_orgaos,
            total_unidades - lagInFrame(total_unidades, 1, 0) OVER (ORDER BY ano_referencia, mes_referencia) AS variacao_liquida_unidades
        FROM estrutura_organizacional_completa
        GROUP BY ano_referencia, mes_referencia
        ORDER BY ano_referencia, mes_referencia
    ","1","5"
"2026-07-14 20:33:03","Query 2: Relocalizações Geográficas de Setores (Self-Join Histórico)","6bcebb79-12f9-45c8-8d7d-5bbbfa9bdbc5","3.3025732040405273","10702624","1048903935","9849","
        SELECT
            A.ano_referencia AS ano_anterior,
            A.mes_referencia AS mes_anterior,
            B.ano_referencia AS ano_atual,
            B.mes_referencia AS mes_atual,
            A.nome_orgao_entidade,
            A.nome_unidade,
            A.municipio AS municipio_origem,
            A.uf AS uf_origem,
            B.municipio AS municipio_destino,
            B.uf AS uf_destino
        FROM distribuicao_orgaos AS A
        INNER JOIN distribuicao_orgaos AS B 
            ON A.cod_unidade = B.cod_unidade
           AND B.ano_referencia = (A.mes_referencia == 12 ? A.ano_referencia + 1 : A.ano_referencia)
           AND B.mes_referencia = (A.mes_referencia == 12 ? 1 : A.mes_referencia + 1)
        WHERE A.municipio != B.municipio OR A.uf != B.uf
        ORDER BY A.nome_orgao_entidade, A.ano_referencia, A.mes_referencia
    ","1","5"
"2026-07-14 20:33:03","Query 2: Relocalizações Geográficas de Setores (Self-Join Histórico)","e46ea0d5-3d82-4644-a2fe-6e1715e54335","3.3193085193634033","10702624","1048903935","9849","
        SELECT
            A.ano_referencia AS ano_anterior,
            A.mes_referencia AS mes_anterior,
            B.ano_referencia AS ano_atual,
            B.mes_referencia AS mes_atual,
            A.nome_orgao_entidade,
            A.nome_unidade,
            A.municipio AS municipio_origem,
            A.uf AS uf_origem,
            B.municipio AS municipio_destino,
            B.uf AS uf_destino
        FROM distribuicao_orgaos AS A
        INNER JOIN distribuicao_orgaos AS B 
            ON A.cod_unidade = B.cod_unidade
           AND B.ano_referencia = (A.mes_referencia == 12 ? A.ano_referencia + 1 : A.ano_referencia)
           AND B.mes_referencia = (A.mes_referencia == 12 ? 1 : A.mes_referencia + 1)
        WHERE A.municipio != B.municipio OR A.uf != B.uf
        ORDER BY A.nome_orgao_entidade, A.ano_referencia, A.mes_referencia
    ","1","5"
"2026-07-14 20:33:04","Query 2: Relocalizações Geográficas de Setores (Self-Join Histórico)","10d9cc07-6fce-491e-a509-29e120413271","3.7897160053253174","10702624","1048903935","9849","
        SELECT
            A.ano_referencia AS ano_anterior,
            A.mes_referencia AS mes_anterior,
            B.ano_referencia AS ano_atual,
            B.mes_referencia AS mes_atual,
            A.nome_orgao_entidade,
            A.nome_unidade,
            A.municipio AS municipio_origem,
            A.uf AS uf_origem,
            B.municipio AS municipio_destino,
            B.uf AS uf_destino
        FROM distribuicao_orgaos AS A
        INNER JOIN distribuicao_orgaos AS B 
            ON A.cod_unidade = B.cod_unidade
           AND B.ano_referencia = (A.mes_referencia == 12 ? A.ano_referencia + 1 : A.ano_referencia)
           AND B.mes_referencia = (A.mes_referencia == 12 ? 1 : A.mes_referencia + 1)
        WHERE A.municipio != B.municipio OR A.uf != B.uf
        ORDER BY A.nome_orgao_entidade, A.ano_referencia, A.mes_referencia
    ","1","5"
"2026-07-14 20:33:04","Query 2: Relocalizações Geográficas de Setores (Self-Join Histórico)","768cb340-47c4-4415-ba67-cfa0d97fca93","3.8814728260040283","10702624","1048903935","9849","
        SELECT
            A.ano_referencia AS ano_anterior,
            A.mes_referencia AS mes_anterior,
            B.ano_referencia AS ano_atual,
            B.mes_referencia AS mes_atual,
            A.nome_orgao_entidade,
            A.nome_unidade,
            A.municipio AS municipio_origem,
            A.uf AS uf_origem,
            B.municipio AS municipio_destino,
            B.uf AS uf_destino
        FROM distribuicao_orgaos AS A
        INNER JOIN distribuicao_orgaos AS B 
            ON A.cod_unidade = B.cod_unidade
           AND B.ano_referencia = (A.mes_referencia == 12 ? A.ano_referencia + 1 : A.ano_referencia)
           AND B.mes_referencia = (A.mes_referencia == 12 ? 1 : A.mes_referencia + 1)
        WHERE A.municipio != B.municipio OR A.uf != B.uf
        ORDER BY A.nome_orgao_entidade, A.ano_referencia, A.mes_referencia
    ","1","5"
"2026-07-14 20:33:04","Query 2: Relocalizações Geográficas de Setores (Self-Join Histórico)","12944d24-4d6c-4fda-a076-5c331f242a1a","4.202596664428711","10702624","1048903935","9849","
        SELECT
            A.ano_referencia AS ano_anterior,
            A.mes_referencia AS mes_anterior,
            B.ano_referencia AS ano_atual,
            B.mes_referencia AS mes_atual,
            A.nome_orgao_entidade,
            A.nome_unidade,
            A.municipio AS municipio_origem,
            A.uf AS uf_origem,
            B.municipio AS municipio_destino,
            B.uf AS uf_destino
        FROM distribuicao_orgaos AS A
        INNER JOIN distribuicao_orgaos AS B 
            ON A.cod_unidade = B.cod_unidade
           AND B.ano_referencia = (A.mes_referencia == 12 ? A.ano_referencia + 1 : A.ano_referencia)
           AND B.mes_referencia = (A.mes_referencia == 12 ? 1 : A.mes_referencia + 1)
        WHERE A.municipio != B.municipio OR A.uf != B.uf
        ORDER BY A.nome_orgao_entidade, A.ano_referencia, A.mes_referencia
    ","1","5"
"2026-07-14 20:33:05","Query 3: Série Histórica de Complexidade (Agrupamento por Órgão)","71003c6f-f603-4ff7-a3fd-caaad4a7bbf3","0.5806863307952881","5351312","495678838","13927","
        SELECT
            nome_orgao_entidade,
            sigla_orgao_entidade,
            ano_referencia,
            mes_referencia,
            count(DISTINCT cod_unidade) AS total_setores,
            max(toUInt8OrZero(nivel_hierarquico)) AS profundidade_maxima_hierarquia,
            round(avg(toUInt8OrZero(nivel_hierarquico)), 2) AS nivel_hierarquico_medio
        FROM distribuicao_orgaos
        WHERE nome_orgao_entidade IS NOT NULL 
          AND nome_orgao_entidade != ''
        GROUP BY 
            nome_orgao_entidade, 
            sigla_orgao_entidade, 
            ano_referencia, 
            mes_referencia
        ORDER BY 
            nome_orgao_entidade, 
            ano_referencia, 
            mes_referencia
    ","1","5"
"2026-07-14 20:33:05","Query 3: Série Histórica de Complexidade (Agrupamento por Órgão)","9aa58853-4b8c-49b8-8edb-7c915c6de313","0.4985032081604004","5351312","495678838","13927","
        SELECT
            nome_orgao_entidade,
            sigla_orgao_entidade,
            ano_referencia,
            mes_referencia,
            count(DISTINCT cod_unidade) AS total_setores,
            max(toUInt8OrZero(nivel_hierarquico)) AS profundidade_maxima_hierarquia,
            round(avg(toUInt8OrZero(nivel_hierarquico)), 2) AS nivel_hierarquico_medio
        FROM distribuicao_orgaos
        WHERE nome_orgao_entidade IS NOT NULL 
          AND nome_orgao_entidade != ''
        GROUP BY 
            nome_orgao_entidade, 
            sigla_orgao_entidade, 
            ano_referencia, 
            mes_referencia
        ORDER BY 
            nome_orgao_entidade, 
            ano_referencia, 
            mes_referencia
    ","1","5"
"2026-07-14 20:33:05","Query 3: Série Histórica de Complexidade (Agrupamento por Órgão)","e832e968-5881-4a63-856e-040834d454ed","0.7468078136444092","5351312","495678838","13927","
        SELECT
            nome_orgao_entidade,
            sigla_orgao_entidade,
            ano_referencia,
            mes_referencia,
            count(DISTINCT cod_unidade) AS total_setores,
            max(toUInt8OrZero(nivel_hierarquico)) AS profundidade_maxima_hierarquia,
            round(avg(toUInt8OrZero(nivel_hierarquico)), 2) AS nivel_hierarquico_medio
        FROM distribuicao_orgaos
        WHERE nome_orgao_entidade IS NOT NULL 
          AND nome_orgao_entidade != ''
        GROUP BY 
            nome_orgao_entidade, 
            sigla_orgao_entidade, 
            ano_referencia, 
            mes_referencia
        ORDER BY 
            nome_orgao_entidade, 
            ano_referencia, 
            mes_referencia
    ","1","5"
"2026-07-14 20:33:05","Query 3: Série Histórica de Complexidade (Agrupamento por Órgão)","680ae064-d776-48e1-93e3-5f409c504ae7","0.768665075302124","5351312","495678838","13927","
        SELECT
            nome_orgao_entidade,
            sigla_orgao_entidade,
            ano_referencia,
            mes_referencia,
            count(DISTINCT cod_unidade) AS total_setores,
            max(toUInt8OrZero(nivel_hierarquico)) AS profundidade_maxima_hierarquia,
            round(avg(toUInt8OrZero(nivel_hierarquico)), 2) AS nivel_hierarquico_medio
        FROM distribuicao_orgaos
        WHERE nome_orgao_entidade IS NOT NULL 
          AND nome_orgao_entidade != ''
        GROUP BY 
            nome_orgao_entidade, 
            sigla_orgao_entidade, 
            ano_referencia, 
            mes_referencia
        ORDER BY 
            nome_orgao_entidade, 
            ano_referencia, 
            mes_referencia
    ","1","5"
"2026-07-14 20:33:06","Query 3: Série Histórica de Complexidade (Agrupamento por Órgão)","1f70020a-55aa-48f6-b60b-6bad17e8aad0","0.8768196105957031","5351312","495678838","13927","
        SELECT
            nome_orgao_entidade,
            sigla_orgao_entidade,
            ano_referencia,
            mes_referencia,
            count(DISTINCT cod_unidade) AS total_setores,
            max(toUInt8OrZero(nivel_hierarquico)) AS profundidade_maxima_hierarquia,
            round(avg(toUInt8OrZero(nivel_hierarquico)), 2) AS nivel_hierarquico_medio
        FROM distribuicao_orgaos
        WHERE nome_orgao_entidade IS NOT NULL 
          AND nome_orgao_entidade != ''
        GROUP BY 
            nome_orgao_entidade, 
            sigla_orgao_entidade, 
            ano_referencia, 
            mes_referencia
        ORDER BY 
            nome_orgao_entidade, 
            ano_referencia, 
            mes_referencia
    ","1","5"
"2026-07-14 20:33:07","Query 1: Expansão do Estado (Window Functions)","a6c2b979-4290-4d78-a35a-7057596357da","0.7281763553619385","4023834","696703686","46","
        SELECT
            ano_referencia,
            mes_referencia,
            count(DISTINCT codigoUnidade) AS total_unidades,
            count(DISTINCT codigoOrgaoEntidade) AS total_orgaos,
            total_unidades - lagInFrame(total_unidades, 1, 0) OVER (ORDER BY ano_referencia, mes_referencia) AS variacao_liquida_unidades
        FROM estrutura_organizacional_completa
        GROUP BY ano_referencia, mes_referencia
        ORDER BY ano_referencia, mes_referencia
    ","1","10"
"2026-07-14 20:33:07","Query 1: Expansão do Estado (Window Functions)","3ab641f3-13bd-4d27-adae-d7beb5fed5d9","0.7746503353118896","4023834","696703686","46","
        SELECT
            ano_referencia,
            mes_referencia,
            count(DISTINCT codigoUnidade) AS total_unidades,
            count(DISTINCT codigoOrgaoEntidade) AS total_orgaos,
            total_unidades - lagInFrame(total_unidades, 1, 0) OVER (ORDER BY ano_referencia, mes_referencia) AS variacao_liquida_unidades
        FROM estrutura_organizacional_completa
        GROUP BY ano_referencia, mes_referencia
        ORDER BY ano_referencia, mes_referencia
    ","1","10"
"2026-07-14 20:33:07","Query 1: Expansão do Estado (Window Functions)","4d36bd05-3e8a-40c3-972a-b3374329129d","0.8450078964233398","4023834","696703686","46","
        SELECT
            ano_referencia,
            mes_referencia,
            count(DISTINCT codigoUnidade) AS total_unidades,
            count(DISTINCT codigoOrgaoEntidade) AS total_orgaos,
            total_unidades - lagInFrame(total_unidades, 1, 0) OVER (ORDER BY ano_referencia, mes_referencia) AS variacao_liquida_unidades
        FROM estrutura_organizacional_completa
        GROUP BY ano_referencia, mes_referencia
        ORDER BY ano_referencia, mes_referencia
    ","1","10"
"2026-07-14 20:33:07","Query 1: Expansão do Estado (Window Functions)","29fd803b-3a01-4ce0-b827-c38aeb6a538e","0.8416166305541992","4023834","696703686","46","
        SELECT
            ano_referencia,
            mes_referencia,
            count(DISTINCT codigoUnidade) AS total_unidades,
            count(DISTINCT codigoOrgaoEntidade) AS total_orgaos,
            total_unidades - lagInFrame(total_unidades, 1, 0) OVER (ORDER BY ano_referencia, mes_referencia) AS variacao_liquida_unidades
        FROM estrutura_organizacional_completa
        GROUP BY ano_referencia, mes_referencia
        ORDER BY ano_referencia, mes_referencia
    ","1","10"
"2026-07-14 20:33:07","Query 1: Expansão do Estado (Window Functions)","5497f5ec-b23f-4a63-98fb-470644c2e3fc","1.0457401275634766","4023834","696703686","46","
        SELECT
            ano_referencia,
            mes_referencia,
            count(DISTINCT codigoUnidade) AS total_unidades,
            count(DISTINCT codigoOrgaoEntidade) AS total_orgaos,
            total_unidades - lagInFrame(total_unidades, 1, 0) OVER (ORDER BY ano_referencia, mes_referencia) AS variacao_liquida_unidades
        FROM estrutura_organizacional_completa
        GROUP BY ano_referencia, mes_referencia
        ORDER BY ano_referencia, mes_referencia
    ","1","10"
"2026-07-14 20:33:07","Query 1: Expansão do Estado (Window Functions)","11530bc5-5d37-49be-b29d-e125f749dfa4","1.0529608726501465","4023834","696703686","46","
        SELECT
            ano_referencia,
            mes_referencia,
            count(DISTINCT codigoUnidade) AS total_unidades,
            count(DISTINCT codigoOrgaoEntidade) AS total_orgaos,
            total_unidades - lagInFrame(total_unidades, 1, 0) OVER (ORDER BY ano_referencia, mes_referencia) AS variacao_liquida_unidades
        FROM estrutura_organizacional_completa
        GROUP BY ano_referencia, mes_referencia
        ORDER BY ano_referencia, mes_referencia
    ","1","10"
"2026-07-14 20:33:07","Query 1: Expansão do Estado (Window Functions)","e3acc47c-f80e-45fb-8f55-9452d7e4404c","1.10133957862854","4023834","696703686","46","
        SELECT
            ano_referencia,
            mes_referencia,
            count(DISTINCT codigoUnidade) AS total_unidades,
            count(DISTINCT codigoOrgaoEntidade) AS total_orgaos,
            total_unidades - lagInFrame(total_unidades, 1, 0) OVER (ORDER BY ano_referencia, mes_referencia) AS variacao_liquida_unidades
        FROM estrutura_organizacional_completa
        GROUP BY ano_referencia, mes_referencia
        ORDER BY ano_referencia, mes_referencia
    ","1","10"
"2026-07-14 20:33:07","Query 1: Expansão do Estado (Window Functions)","598fd7fa-ac18-40d9-a3ff-ced0c4da244a","1.0220401287078857","4023834","696703686","46","
        SELECT
            ano_referencia,
            mes_referencia,
            count(DISTINCT codigoUnidade) AS total_unidades,
            count(DISTINCT codigoOrgaoEntidade) AS total_orgaos,
            total_unidades - lagInFrame(total_unidades, 1, 0) OVER (ORDER BY ano_referencia, mes_referencia) AS variacao_liquida_unidades
        FROM estrutura_organizacional_completa
        GROUP BY ano_referencia, mes_referencia
        ORDER BY ano_referencia, mes_referencia
    ","1","10"
"2026-07-14 20:33:07","Query 1: Expansão do Estado (Window Functions)","b45cb8aa-42ee-46bd-a987-fa3760a7c000","1.05228853225708","4023834","696703686","46","
        SELECT
            ano_referencia,
            mes_referencia,
            count(DISTINCT codigoUnidade) AS total_unidades,
            count(DISTINCT codigoOrgaoEntidade) AS total_orgaos,
            total_unidades - lagInFrame(total_unidades, 1, 0) OVER (ORDER BY ano_referencia, mes_referencia) AS variacao_liquida_unidades
        FROM estrutura_organizacional_completa
        GROUP BY ano_referencia, mes_referencia
        ORDER BY ano_referencia, mes_referencia
    ","1","10"
"2026-07-14 20:33:08","Query 1: Expansão do Estado (Window Functions)","fe03edc7-8c3f-4807-8ad9-cc8c9b69ead5","1.0760838985443115","4023834","696703686","46","
        SELECT
            ano_referencia,
            mes_referencia,
            count(DISTINCT codigoUnidade) AS total_unidades,
            count(DISTINCT codigoOrgaoEntidade) AS total_orgaos,
            total_unidades - lagInFrame(total_unidades, 1, 0) OVER (ORDER BY ano_referencia, mes_referencia) AS variacao_liquida_unidades
        FROM estrutura_organizacional_completa
        GROUP BY ano_referencia, mes_referencia
        ORDER BY ano_referencia, mes_referencia
    ","1","10"
"2026-07-14 20:33:13","Query 2: Relocalizações Geográficas de Setores (Self-Join Histórico)","d24ae234-44d9-4ad6-bfe9-3f493a435cff","4.542256832122803","10702624","1048903935","9849","
        SELECT
            A.ano_referencia AS ano_anterior,
            A.mes_referencia AS mes_anterior,
            B.ano_referencia AS ano_atual,
            B.mes_referencia AS mes_atual,
            A.nome_orgao_entidade,
            A.nome_unidade,
            A.municipio AS municipio_origem,
            A.uf AS uf_origem,
            B.municipio AS municipio_destino,
            B.uf AS uf_destino
        FROM distribuicao_orgaos AS A
        INNER JOIN distribuicao_orgaos AS B 
            ON A.cod_unidade = B.cod_unidade
           AND B.ano_referencia = (A.mes_referencia == 12 ? A.ano_referencia + 1 : A.ano_referencia)
           AND B.mes_referencia = (A.mes_referencia == 12 ? 1 : A.mes_referencia + 1)
        WHERE A.municipio != B.municipio OR A.uf != B.uf
        ORDER BY A.nome_orgao_entidade, A.ano_referencia, A.mes_referencia
    ","1","10"
"2026-07-14 20:33:13","Query 2: Relocalizações Geográficas de Setores (Self-Join Histórico)","8104ba2d-1483-4885-83e6-bde6196229de","4.6339240074157715","10702624","1048903935","9849","
        SELECT
            A.ano_referencia AS ano_anterior,
            A.mes_referencia AS mes_anterior,
            B.ano_referencia AS ano_atual,
            B.mes_referencia AS mes_atual,
            A.nome_orgao_entidade,
            A.nome_unidade,
            A.municipio AS municipio_origem,
            A.uf AS uf_origem,
            B.municipio AS municipio_destino,
            B.uf AS uf_destino
        FROM distribuicao_orgaos AS A
        INNER JOIN distribuicao_orgaos AS B 
            ON A.cod_unidade = B.cod_unidade
           AND B.ano_referencia = (A.mes_referencia == 12 ? A.ano_referencia + 1 : A.ano_referencia)
           AND B.mes_referencia = (A.mes_referencia == 12 ? 1 : A.mes_referencia + 1)
        WHERE A.municipio != B.municipio OR A.uf != B.uf
        ORDER BY A.nome_orgao_entidade, A.ano_referencia, A.mes_referencia
    ","1","10"
"2026-07-14 20:33:13","Query 2: Relocalizações Geográficas de Setores (Self-Join Histórico)","066cdaf3-0c80-41cd-a045-5c473577b6a4","4.579864263534546","10702624","1048903935","9849","
        SELECT
            A.ano_referencia AS ano_anterior,
            A.mes_referencia AS mes_anterior,
            B.ano_referencia AS ano_atual,
            B.mes_referencia AS mes_atual,
            A.nome_orgao_entidade,
            A.nome_unidade,
            A.municipio AS municipio_origem,
            A.uf AS uf_origem,
            B.municipio AS municipio_destino,
            B.uf AS uf_destino
        FROM distribuicao_orgaos AS A
        INNER JOIN distribuicao_orgaos AS B 
            ON A.cod_unidade = B.cod_unidade
           AND B.ano_referencia = (A.mes_referencia == 12 ? A.ano_referencia + 1 : A.ano_referencia)
           AND B.mes_referencia = (A.mes_referencia == 12 ? 1 : A.mes_referencia + 1)
        WHERE A.municipio != B.municipio OR A.uf != B.uf
        ORDER BY A.nome_orgao_entidade, A.ano_referencia, A.mes_referencia
    ","1","10"
"2026-07-14 20:33:13","Query 2: Relocalizações Geográficas de Setores (Self-Join Histórico)","5ecbfb15-4eba-4fb7-862e-58b12f8d8fdc","4.569066286087036","10702624","1048903935","9849","
        SELECT
            A.ano_referencia AS ano_anterior,
            A.mes_referencia AS mes_anterior,
            B.ano_referencia AS ano_atual,
            B.mes_referencia AS mes_atual,
            A.nome_orgao_entidade,
            A.nome_unidade,
            A.municipio AS municipio_origem,
            A.uf AS uf_origem,
            B.municipio AS municipio_destino,
            B.uf AS uf_destino
        FROM distribuicao_orgaos AS A
        INNER JOIN distribuicao_orgaos AS B 
            ON A.cod_unidade = B.cod_unidade
           AND B.ano_referencia = (A.mes_referencia == 12 ? A.ano_referencia + 1 : A.ano_referencia)
           AND B.mes_referencia = (A.mes_referencia == 12 ? 1 : A.mes_referencia + 1)
        WHERE A.municipio != B.municipio OR A.uf != B.uf
        ORDER BY A.nome_orgao_entidade, A.ano_referencia, A.mes_referencia
    ","1","10"
